"[5, 3]",6,30,10,,3.456632795795489e-06,8.885759505163822
"[-1.6, -3]",5,30,10,,8.8857647056661,7.120826508145291e-06
"[0, 0]",8,33,11,,4.619337691772362,4.619332637030587
"[-6.283185307179586, 6.283185307179586]",14,75,25,,14.029420908786507,6.237873640097292
