"[5, 3]",29,56,,,3.6695367496905364e-05,8.885738225744987
"[-1.6, -3]",23,46,,,8.885744971708062,1.48493063060833e-05
"[0, 0]",61,119,,,4.619348269683401,4.619345947408282
"[-6.283185307179586, 6.283185307179586]",47,90,,,8.885813952188455,17.771572323004673
