$x_0$,iters,$f$,err,iters,$f$,$nabla f$,err,iters,$f$,$nabla f$,err
"(2, 9)",34,67,8.39907861875699e-05,5,36,12,0.00013456122583859986,8,30,10,0.00021977986266204545
"(20, 20)",80,156,343.281777658848,16,273,91,121.4691372693997,15,66,22,81.49311989892242
"(0, 0)",79,153,0.0001797146861454126,15,84,28,8.05665183199136e-05,30,117,39,0.00015190582882178408
