"[0, 0]",0,3,1,,0.0
"[1, 1]",4,30,10,,9.340982309737716e-09
"[-5, -3]",7,51,17,,6.745077556416032
"[-0.5, 0.2]",4,27,9,,9.739163042672762e-09
